sentence,step,n_pairs,n_admitted,top_span,is_gold
"that friendly tall book admired near this apple",2,5,5,"(6, 7)",1
"that friendly tall book admired near this apple",3,4,4,"(6, 7)",1
"that friendly tall book admired near this apple",4,3,3,"(0, 4)",1
"that friendly tall book admired near this apple",5,2,2,"(0, 4)",1
"that friendly tall book admired near this apple",6,1,1,"(0, 7)",1
"this girl read without that tall friendly girl",0,7,7,"(0, 1)",1
"this girl read without that tall friendly girl",1,6,6,"(0, 2)",1
"this girl read without that tall friendly girl",2,5,5,"(5, 7)",1
"this girl read without that tall friendly girl",3,4,4,"(0, 2)",1
"this girl read without that tall friendly girl",4,3,3,"(0, 2)",1
"this girl read without that tall friendly girl",5,2,2,"(0, 2)",1
"this girl read without that tall friendly girl",6,1,1,"(0, 7)",1
"the blue friendly teacher liked the girl",0,6,6,"(5, 6)",1
"the blue friendly teacher liked the girl",1,5,5,"(5, 6)",1
"the blue friendly teacher liked the girl",2,4,4,"(5, 6)",1
"the blue friendly teacher liked the girl",3,3,3,"(5, 6)",1
"the blue friendly teacher liked the girl",4,2,2,"(0, 4)",1
"the blue friendly teacher liked the girl",5,1,1,"(0, 6)",1
"the apple carried this tall curious teacher",0,6,6,"(0, 1)",1
"the apple carried this tall curious teacher",1,5,5,"(0, 2)",1
"the apple carried this tall curious teacher",2,4,4,"(4, 6)",1
"the apple carried this tall curious teacher",3,3,3,"(3, 6)",1
"the apple carried this tall curious teacher",4,2,2,"(0, 2)",1
"the apple carried this tall curious teacher",5,1,1,"(0, 6)",1
"this girl carried a book",0,4,4,"(0, 1)",1
"this girl carried a book",1,3,3,"(3, 4)",1
"this girl carried a book",2,2,2,"(0, 2)",1
"this girl carried a book",3,1,1,"(0, 4)",1
"that teacher read this apple",0,4,4,"(0, 1)",1
"that teacher read this apple",1,3,3,"(3, 4)",1
"that teacher read this apple",2,2,2,"(0, 2)",1
"that teacher read this apple",3,1,1,"(0, 4)",1
"the apple carried the robot",0,4,4,"(0, 1)",1
"the apple carried the robot",1,3,3,"(0, 2)",1
"the apple carried the robot",2,2,2,"(0, 2)",1
"the apple carried the robot",3,1,1,"(0, 4)",1
"that blue curious curious boy admired near that apple",0,8,8,"(7, 8)",1
"that blue curious curious boy admired near that apple",1,7,7,"(7, 8)",1
"that blue curious curious boy admired near that apple",2,6,6,"(7, 8)",1
"that blue curious curious boy admired near that apple",3,5,5,"(0, 4)",1
"that blue curious curious boy admired near that apple",4,4,4,"(7, 8)",1
"that blue curious curious boy admired near that apple",5,3,3,"(6, 8)",1
"that blue curious curious boy admired near that apple",6,2,2,"(0, 5)",1
"that blue curious curious boy admired near that apple",7,1,1,"(0, 8)",1
"this tall curious boy liked a boy",0,6,6,"(1, 2)",1
"this tall curious boy liked a boy",1,5,5,"(1, 3)",1
"this tall curious boy liked a boy",2,4,4,"(0, 3)",1
"this tall curious boy liked a boy",3,3,3,"(0, 4)",1
"this tall curious boy liked a boy",4,2,2,"(0, 4)",1
"this tall curious boy liked a boy",5,1,1,"(0, 6)",1
"that apple chased the book",0,4,4,"(0, 1)",1
"that apple chased the book",1,3,3,"(3, 4)",1
"that apple chased the book",2,2,2,"(0, 2)",1
"that apple chased the book",3,1,1,"(0, 4)",1
"the girl chased the robot",0,4,4,"(0, 1)",1
"the girl chased the robot",1,3,3,"(3, 4)",1
"the girl chased the robot",2,2,2,"(0, 2)",1
"the girl chased the robot",3,1,1,"(0, 4)",1
"this ancient blue girl chased that apple near a book",0,9,9,"(8, 9)",1
"this ancient blue girl chased that apple near a book",1,8,8,"(8, 9)",1
"this ancient blue girl chased that apple near a book",2,7,7,"(8, 9)",1
"this ancient blue girl chased that apple near a book",3,6,6,"(8, 9)",1
"this ancient blue girl chased that apple near a book",4,5,5,"(8, 9)",1
"this ancient blue girl chased that apple near a book",5,4,4,"(0, 4)",1
"this ancient blue girl chased that apple near a book",6,3,3,"(0, 4)",1
"this ancient blue girl chased that apple near a book",7,2,2,"(0, 6)",1
"this ancient blue girl chased that apple near a book",8,1,1,"(0, 9)",1
"a apple read this boy",0,4,4,"(0, 1)",1
"a apple read this boy",1,3,3,"(0, 2)",1
"a apple read this boy",2,2,2,"(0, 2)",1
"a apple read this boy",3,1,1,"(0, 4)",1
"a girl carried near a robot",0,5,5,"(0, 1)",1
"a girl carried near a robot",1,4,4,"(4, 5)",1
"a girl carried near a robot",2,3,3,"(0, 2)",1
"a girl carried near a robot",3,2,2,"(0, 2)",1
"a girl carried near a robot",4,1,1,"(0, 5)",1
