sentence,step,n_pairs,n_admitted,top_span,is_gold
"a robot liked a friendly blue book",0,6,6,"(0, 1)",1
"a robot liked a friendly blue book",1,5,5,"(0, 2)",1
"a robot liked a friendly blue book",2,4,4,"(4, 6)",1
"a robot liked a friendly blue book",3,3,3,"(0, 2)",1
"a robot liked a friendly blue book",4,2,2,"(0, 2)",1
"a robot liked a friendly blue book",5,1,1,"(0, 6)",1
"this girl read this boy",0,4,4,"(3, 4)",1
"this girl read this boy",1,3,3,"(3, 4)",1
"this girl read this boy",2,2,2,"(0, 2)",1
"this girl read this boy",3,1,1,"(0, 4)",1
"a ancient friendly girl read with this tall curious book",0,9,9,"(7, 8)",1
"a ancient friendly girl read with this tall curious book",1,8,8,"(7, 8)",1
"a ancient friendly girl read with this tall curious book",2,7,7,"(7, 8)",1
"a ancient friendly girl read with this tall curious book",3,6,6,"(7, 8)",1
"a ancient friendly girl read with this tall curious book",4,5,5,"(7, 9)",1
"a ancient friendly girl read with this tall curious book",5,4,4,"(0, 4)",1
"a ancient friendly girl read with this tall curious book",6,3,3,"(0, 4)",1
"a ancient friendly girl read with this tall curious book",7,2,2,"(0, 4)",1
"a ancient friendly girl read with this tall curious book",8,1,1,"(0, 9)",1
"this girl carried that curious friendly girl near that boy",0,9,9,"(8, 9)",1
"this girl carried that curious friendly girl near that boy",1,8,8,"(8, 9)",1
"this girl carried that curious friendly girl near that boy",2,7,7,"(8, 9)",1
"this girl carried that curious friendly girl near that boy",3,6,6,"(8, 9)",1
"this girl carried that curious friendly girl near that boy",4,5,5,"(8, 9)",1
"this girl carried that curious friendly girl near that boy",5,4,4,"(7, 9)",1
"this girl carried that curious friendly girl near that boy",6,3,3,"(0, 2)",1
"this girl carried that curious friendly girl near that boy",7,2,2,"(3, 9)",0
"this girl carried that curious friendly girl near that boy",8,1,1,"(0, 9)",1
"a tall friendly apple read that teacher",0,6,6,"(5, 6)",1
"a tall friendly apple read that teacher",1,5,5,"(5, 6)",1
"a tall friendly apple read that teacher",2,4,4,"(5, 6)",1
"a tall friendly apple read that teacher",3,3,3,"(5, 6)",1
"a tall friendly apple read that teacher",4,2,2,"(0, 4)",1
"a tall friendly apple read that teacher",5,1,1,"(0, 6)",1
"that friendly ancient book read a ancient blue boy",0,8,8,"(6, 7)",1
"that friendly ancient book read a ancient blue boy",1,7,7,"(6, 7)",1
"that friendly ancient book read a ancient blue boy",2,6,6,"(6, 7)",1
"that friendly ancient book read a ancient blue boy",3,5,5,"(6, 7)",1
"that friendly ancient book read a ancient blue boy",4,4,4,"(0, 4)",1
"that friendly ancient book read a ancient blue boy",5,3,3,"(5, 8)",1
"that friendly ancient book read a ancient blue boy",6,2,2,"(0, 4)",1
"that friendly ancient book read a ancient blue boy",7,1,1,"(0, 8)",1
"this friendly curious book chased near the friendly blue boy",0,9,9,"(8, 9)",0
"this friendly curious book chased near the friendly blue boy",1,8,8,"(8, 9)",0
"this friendly curious book chased near the friendly blue boy",2,7,7,"(8, 9)",0
"this friendly curious book chased near the friendly blue boy",3,6,6,"(8, 9)",0
"this friendly curious book chased near the friendly blue boy",4,5,5,"(7, 9)",1
"this friendly curious book chased near the friendly blue boy",5,4,4,"(0, 4)",1
"this friendly curious book chased near the friendly blue boy",6,3,3,"(0, 4)",1
"this friendly curious book chased near the friendly blue boy",7,2,2,"(0, 4)",1
"this friendly curious book chased near the friendly blue boy",8,1,1,"(0, 9)",1
"that apple chased near a curious ancient apple",0,7,7,"(0, 1)",1
"that apple chased near a curious ancient apple",1,6,6,"(5, 6)",1
"that apple chased near a curious ancient apple",2,5,5,"(5, 7)",1
"that apple chased near a curious ancient apple",3,4,4,"(4, 7)",1
"that apple chased near a curious ancient apple",4,3,3,"(3, 7)",1
"that apple chased near a curious ancient apple",5,2,2,"(2, 7)",0
"that apple chased near a curious ancient apple",6,1,1,"(0, 7)",1
"the boy chased with a apple",0,5,5,"(4, 5)",1
"the boy chased with a apple",1,4,4,"(4, 5)",1
"the boy chased with a apple",2,3,3,"(0, 2)",1
"the boy chased with a apple",3,2,2,"(0, 2)",1
"the boy chased with a apple",4,1,1,"(0, 5)",1
"this curious curious boy admired the ancient curious curious book",0,9,9,"(8, 9)",0
"this curious curious boy admired the ancient curious curious book",1,8,8,"(8, 9)",0
"this curious curious boy admired the ancient curious curious book",2,7,7,"(0, 3)",1
"this curious curious boy admired the ancient curious curious book",3,6,6,"(8, 9)",0
"this curious curious boy admired the ancient curious curious book",4,5,5,"(0, 4)",1
"this curious curious boy admired the ancient curious curious book",5,4,4,"(6, 9)",1
"this curious curious boy admired the ancient curious curious book",6,3,3,"(5, 9)",1
"this curious curious boy admired the ancient curious curious book",7,2,2,"(0, 4)",1
"this curious curious boy admired the ancient curious curious book",8,1,1,"(0, 9)",1
"that ancient ancient friendly apple chased this book",0,7,7,"(6, 7)",1
"that ancient ancient friendly apple chased this book",1,6,6,"(6, 7)",1
"that ancient ancient friendly apple chased this book",2,5,5,"(6, 7)",1
"that ancient ancient friendly apple chased this book",3,4,4,"(1, 5)",0
"that ancient ancient friendly apple chased this book",4,3,3,"(6, 7)",1
"that ancient ancient friendly apple chased this book",5,2,2,"(0, 5)",1
"that ancient ancient friendly apple chased this book",6,1,1,"(0, 7)",1
"that apple liked this blue curious curious friendly robot",0,8,8,"(0, 1)",1
"that apple liked this blue curious curious friendly robot",1,7,7,"(6, 7)",1
"that apple liked this blue curious curious friendly robot",2,6,6,"(6, 8)",0
"that apple liked this blue curious curious friendly robot",3,5,5,"(0, 2)",1
"that apple liked this blue curious curious friendly robot",4,4,4,"(0, 2)",1
"that apple liked this blue curious curious friendly robot",5,3,3,"(0, 2)",1
"that apple liked this blue curious curious friendly robot",6,2,2,"(0, 2)",1
"that apple liked this blue curious curious friendly robot",7,1,1,"(0, 8)",1
"that curious ancient ancient robot carried near this apple",0,8,8,"(7, 8)",1
"that curious ancient ancient robot carried near this apple",1,7,7,"(7, 8)",1
"that curious ancient ancient robot carried near this apple",2,6,6,"(7, 8)",1
"that curious ancient ancient robot carried near this apple",3,5,5,"(7, 8)",1
"that curious ancient ancient robot carried near this apple",4,4,4,"(7, 8)",1
"that curious ancient ancient robot carried near this apple",5,3,3,"(6, 8)",1
"that curious ancient ancient robot carried near this apple",6,2,2,"(5, 8)",0
"that curious ancient ancient robot carried near this apple",7,1,1,"(0, 8)",1
"that teacher admired near a blue friendly girl",0,7,7,"(5, 6)",1
"that teacher admired near a blue friendly girl",1,6,6,"(5, 6)",1
"that teacher admired near a blue friendly girl",2,5,5,"(0, 2)",1
"that teacher admired near a blue friendly girl",3,4,4,"(4, 7)",1
"that teacher admired near a blue friendly girl",4,3,3,"(0, 2)",1
"that teacher admired near a blue friendly girl",5,2,2,"(0, 2)",1
"that teacher admired near a blue friendly girl",6,1,1,"(0, 7)",1
