sentence,step,n_pairs,n_admitted,top_span,is_gold
"a friendly blue curious robot admired a ancient friendly boy",8,1,1,"(0, 9)",1
"that tall curious girl carried with that girl",0,7,7,"(1, 2)",1
"that tall curious girl carried with that girl",1,6,6,"(0, 2)",0
"that tall curious girl carried with that girl",2,5,5,"(0, 3)",1
"that tall curious girl carried with that girl",3,4,4,"(0, 4)",1
"that tall curious girl carried with that girl",4,3,3,"(5, 7)",1
"that tall curious girl carried with that girl",5,2,2,"(0, 4)",1
"that tall curious girl carried with that girl",6,1,1,"(0, 7)",1
"this book read that book without the boy",0,7,7,"(0, 1)",1
"this book read that book without the boy",1,6,6,"(0, 2)",1
"this book read that book without the boy",2,5,5,"(0, 2)",1
"this book read that book without the boy",3,4,4,"(0, 2)",1
"this book read that book without the boy",4,3,3,"(0, 2)",1
"this book read that book without the boy",5,2,2,"(0, 4)",1
"this book read that book without the boy",6,1,1,"(0, 7)",1
"this tall blue robot liked a robot",0,6,6,"(5, 6)",1
"this tall blue robot liked a robot",1,5,5,"(5, 6)",1
"this tall blue robot liked a robot",2,4,4,"(0, 3)",1
"this tall blue robot liked a robot",3,3,3,"(5, 6)",1
"this tall blue robot liked a robot",4,2,2,"(0, 4)",1
"this tall blue robot liked a robot",5,1,1,"(0, 6)",1
"a apple chased this friendly tall boy",0,6,6,"(0, 1)",1
"a apple chased this friendly tall boy",1,5,5,"(4, 5)",1
"a apple chased this friendly tall boy",2,4,4,"(0, 2)",1
"a apple chased this friendly tall boy",3,3,3,"(0, 2)",1
"a apple chased this friendly tall boy",4,2,2,"(2, 6)",0
"a apple chased this friendly tall boy",5,1,1,"(0, 6)",1
"the ancient friendly teacher liked with a curious blue robot",0,9,9,"(1, 2)",1
"the ancient friendly teacher liked with a curious blue robot",1,8,8,"(1, 3)",1
"the ancient friendly teacher liked with a curious blue robot",2,7,7,"(0, 3)",1
"the ancient friendly teacher liked with a curious blue robot",3,6,6,"(5, 6)",0
"the ancient friendly teacher liked with a curious blue robot",4,5,5,"(5, 6)",0
"the ancient friendly teacher liked with a curious blue robot",5,4,4,"(5, 6)",0
"the ancient friendly teacher liked with a curious blue robot",6,3,3,"(5, 9)",1
"the ancient friendly teacher liked with a curious blue robot",7,2,2,"(0, 4)",1
"the ancient friendly teacher liked with a curious blue robot",8,1,1,"(0, 9)",1
"that tall curious apple carried this curious blue tall boy",0,9,9,"(1, 2)",1
"that tall curious apple carried this curious blue tall boy",1,8,8,"(7, 8)",1
"that tall curious apple carried this curious blue tall boy",2,7,7,"(0, 3)",1
"that tall curious apple carried this curious blue tall boy",3,6,6,"(7, 8)",1
"that tall curious apple carried this curious blue tall boy",4,5,5,"(0, 4)",1
"that tall curious apple carried this curious blue tall boy",5,4,4,"(0, 4)",1
"that tall curious apple carried this curious blue tall boy",6,3,3,"(0, 4)",1
"that tall curious apple carried this curious blue tall boy",7,2,2,"(0, 4)",1
"that tall curious apple carried this curious blue tall boy",8,1,1,"(0, 9)",1
"a tall blue girl chased that boy with that robot",0,9,9,"(1, 2)",1
"a tall blue girl chased that boy with that robot",1,8,8,"(8, 9)",1
"a tall blue girl chased that boy with that robot",2,7,7,"(8, 9)",1
"a tall blue girl chased that boy with that robot",3,6,6,"(8, 9)",1
"a tall blue girl chased that boy with that robot",4,5,5,"(8, 9)",1
"a tall blue girl chased that boy with that robot",5,4,4,"(7, 9)",1
"a tall blue girl chased that boy with that robot",6,3,3,"(5, 9)",0
"a tall blue girl chased that boy with that robot",7,2,2,"(0, 6)",1
"a tall blue girl chased that boy with that robot",8,1,1,"(0, 9)",1
"a boy liked without that curious friendly robot",0,7,7,"(0, 1)",1
"a boy liked without that curious friendly robot",1,6,6,"(3, 4)",0
"a boy liked without that curious friendly robot",2,5,5,"(3, 4)",0
"a boy liked without that curious friendly robot",3,4,4,"(3, 4)",0
"a boy liked without that curious friendly robot",4,3,3,"(3, 7)",1
"a boy liked without that curious friendly robot",5,2,2,"(0, 2)",1
"a boy liked without that curious friendly robot",6,1,1,"(0, 7)",1
"the ancient ancient robot chased this friendly friendly ancient robot",0,9,9,"(1, 2)",1
"the ancient ancient robot chased this friendly friendly ancient robot",1,8,8,"(7, 8)",1
"the ancient ancient robot chased this friendly friendly ancient robot",2,7,7,"(0, 3)",1
"the ancient ancient robot chased this friendly friendly ancient robot",3,6,6,"(7, 8)",1
"the ancient ancient robot chased this friendly friendly ancient robot",4,5,5,"(6, 8)",1
"the ancient ancient robot chased this friendly friendly ancient robot",5,4,4,"(0, 4)",1
"the ancient ancient robot chased this friendly friendly ancient robot",6,3,3,"(0, 4)",1
"the ancient ancient robot chased this friendly friendly ancient robot",7,2,2,"(0, 4)",1
"the ancient ancient robot chased this friendly friendly ancient robot",8,1,1,"(0, 9)",1
"a girl saw with the tall blue curious boy",0,8,8,"(6, 7)",1
"a girl saw with the tall blue curious boy",1,7,7,"(6, 7)",1
"a girl saw with the tall blue curious boy",2,6,6,"(5, 7)",1
"a girl saw with the tall blue curious boy",3,5,5,"(0, 2)",1
"a girl saw with the tall blue curious boy",4,4,4,"(4, 8)",1
"a girl saw with the tall blue curious boy",5,3,3,"(3, 8)",1
"a girl saw with the tall blue curious boy",6,2,2,"(0, 2)",1
"a girl saw with the tall blue curious boy",7,1,1,"(0, 8)",1
"that tall friendly apple chased without the book",0,7,7,"(1, 2)",1
"that tall friendly apple chased without the book",1,6,6,"(1, 3)",1
"that tall friendly apple chased without the book",2,5,5,"(0, 3)",1
"that tall friendly apple chased without the book",3,4,4,"(5, 6)",0
"that tall friendly apple chased without the book",4,3,3,"(5, 7)",1
"that tall friendly apple chased without the book",5,2,2,"(0, 4)",1
"that tall friendly apple chased without the book",6,1,1,"(0, 7)",1
"that friendly curious boy admired this girl",0,6,6,"(1, 2)",1
"that friendly curious boy admired this girl",1,5,5,"(5, 6)",1
"that friendly curious boy admired this girl",2,4,4,"(5, 6)",1
"that friendly curious boy admired this girl",3,3,3,"(5, 6)",1
"that friendly curious boy admired this girl",4,2,2,"(4, 6)",0
"that friendly curious boy admired this girl",5,1,1,"(0, 6)",1
"that boy admired this tall curious apple",0,6,6,"(0, 1)",1
"that boy admired this tall curious apple",1,5,5,"(4, 5)",1
"that boy admired this tall curious apple",2,4,4,"(3, 5)",0
"that boy admired this tall curious apple",3,3,3,"(3, 6)",1
"that boy admired this tall curious apple",4,2,2,"(2, 6)",0
"that boy admired this tall curious apple",5,1,1,"(0, 6)",1
"this apple admired near this ancient friendly blue girl",0,8,8,"(6, 7)",1
"this apple admired near this ancient friendly blue girl",1,7,7,"(6, 7)",1
"this apple admired near this ancient friendly blue girl",2,6,6,"(0, 2)",1
"this apple admired near this ancient friendly blue girl",3,5,5,"(0, 2)",1
"this apple admired near this ancient friendly blue girl",4,4,4,"(0, 2)",1
"this apple admired near this ancient friendly blue girl",5,3,3,"(0, 2)",1
"this apple admired near this ancient friendly blue girl",6,2,2,"(0, 2)",1
"this apple admired near this ancient friendly blue girl",7,1,1,"(0, 8)",1
"a apple read this boy",0,4,4,"(0, 1)",1
"a apple read this boy",1,3,3,"(3, 4)",1
"a apple read this boy",2,2,2,"(0, 2)",1
"a apple read this boy",3,1,1,"(0, 4)",1
"that apple chased a book",0,4,4,"(0, 1)",1
"that apple chased a book",1,3,3,"(0, 2)",1
"that apple chased a book",2,2,2,"(2, 4)",0
"that apple chased a book",3,1,1,"(0, 4)",1
"this book admired this apple",0,4,4,"(0, 1)",1
"this book admired this apple",1,3,3,"(3, 4)",1
"this book admired this apple",2,2,2,"(2, 4)",0
"this book admired this apple",3,1,1,"(0, 4)",1
"a girl chased this robot",0,4,4,"(0, 1)",1
"a girl chased this robot",1,3,3,"(3, 4)",1
"a girl chased this robot",2,2,2,"(2, 4)",0
"a girl chased this robot",3,1,1,"(0, 4)",1
"a ancient friendly girl liked a apple",0,6,6,"(1, 2)",1
"a ancient friendly girl liked a apple",1,5,5,"(5, 6)",1
"a ancient friendly girl liked a apple",2,4,4,"(0, 3)",1
"a ancient friendly girl liked a apple",3,3,3,"(5, 6)",1
"a ancient friendly girl liked a apple",4,2,2,"(0, 4)",1
"a ancient friendly girl liked a apple",5,1,1,"(0, 6)",1
