sentence,step,n_pairs,n_admitted,top_span,is_gold
"this boy admired the book who admired near the girl",8,1,1,"(0, 9)",1
"that boy admired near this girl",0,5,5,"(4, 5)",1
"that boy admired near this girl",1,4,4,"(4, 5)",1
"that boy admired near this girl",2,3,3,"(3, 5)",1
"that boy admired near this girl",3,2,2,"(2, 5)",0
"that boy admired near this girl",4,1,1,"(0, 5)",1
"that book admired the robot",0,4,4,"(3, 4)",1
"that book admired the robot",1,3,3,"(3, 4)",1
"that book admired the robot",2,2,2,"(2, 4)",0
"that book admired the robot",3,1,1,"(0, 4)",1
"a apple saw the ancient tall robot without that apple",0,9,9,"(0, 1)",1
"a apple saw the ancient tall robot without that apple",1,8,8,"(8, 9)",1
"a apple saw the ancient tall robot without that apple",2,7,7,"(8, 9)",1
"a apple saw the ancient tall robot without that apple",3,6,6,"(8, 9)",1
"a apple saw the ancient tall robot without that apple",4,5,5,"(8, 9)",1
"a apple saw the ancient tall robot without that apple",5,4,4,"(7, 9)",1
"a apple saw the ancient tall robot without that apple",6,3,3,"(2, 6)",0
"a apple saw the ancient tall robot without that apple",7,2,2,"(0, 6)",1
"a apple saw the ancient tall robot without that apple",8,1,1,"(0, 9)",1
"this tall tall girl read with that blue ancient girl",0,9,9,"(7, 8)",1
"this tall tall girl read with that blue ancient girl",1,8,8,"(7, 8)",1
"this tall tall girl read with that blue ancient girl",2,7,7,"(0, 3)",1
"this tall tall girl read with that blue ancient girl",3,6,6,"(7, 8)",1
"this tall tall girl read with that blue ancient girl",4,5,5,"(6, 8)",0
"this tall tall girl read with that blue ancient girl",5,4,4,"(6, 9)",1
"this tall tall girl read with that blue ancient girl",6,3,3,"(5, 9)",1
"this tall tall girl read with that blue ancient girl",7,2,2,"(4, 9)",0
"this tall tall girl read with that blue ancient girl",8,1,1,"(0, 9)",1
"this teacher liked this robot",0,4,4,"(3, 4)",1
"this teacher liked this robot",1,3,3,"(3, 4)",1
"this teacher liked this robot",2,2,2,"(2, 4)",0
"this teacher liked this robot",3,1,1,"(0, 4)",1
"that friendly tall book admired near this apple",0,7,7,"(6, 7)",1
"that friendly tall book admired near this apple",1,6,6,"(6, 7)",1
"that friendly tall book admired near this apple",2,5,5,"(6, 7)",1
"that friendly tall book admired near this apple",3,4,4,"(6, 7)",1
"that friendly tall book admired near this apple",4,3,3,"(5, 7)",1
"that friendly tall book admired near this apple",5,2,2,"(4, 7)",0
"that friendly tall book admired near this apple",6,1,1,"(0, 7)",1
"that apple admired near this apple",0,5,5,"(0, 1)",1
"that apple admired near this apple",1,4,4,"(4, 5)",1
"that apple admired near this apple",2,3,3,"(3, 5)",1
"that apple admired near this apple",3,2,2,"(0, 2)",1
"that apple admired near this apple",4,1,1,"(0, 5)",1
"this robot liked without this teacher",0,5,5,"(4, 5)",1
"this robot liked without this teacher",1,4,4,"(4, 5)",1
"this robot liked without this teacher",2,3,3,"(3, 5)",1
"this robot liked without this teacher",3,2,2,"(0, 2)",1
"this robot liked without this teacher",4,1,1,"(0, 5)",1
"a teacher admired a friendly friendly robot",0,6,6,"(0, 1)",1
"a teacher admired a friendly friendly robot",1,5,5,"(4, 5)",1
"a teacher admired a friendly friendly robot",2,4,4,"(3, 5)",0
"a teacher admired a friendly friendly robot",3,3,3,"(3, 6)",1
"a teacher admired a friendly friendly robot",4,2,2,"(2, 6)",0
"a teacher admired a friendly friendly robot",5,1,1,"(0, 6)",1
"that apple chased a blue tall girl",0,6,6,"(0, 1)",1
"that apple chased a blue tall girl",1,5,5,"(4, 5)",1
"that apple chased a blue tall girl",2,4,4,"(3, 5)",0
"that apple chased a blue tall girl",3,3,3,"(3, 6)",1
"that apple chased a blue tall girl",4,2,2,"(0, 2)",1
"that apple chased a blue tall girl",5,1,1,"(0, 6)",1
"the tall curious teacher admired near a curious curious boy",0,9,9,"(1, 2)",1
"the tall curious teacher admired near a curious curious boy",1,8,8,"(7, 8)",1
"the tall curious teacher admired near a curious curious boy",2,7,7,"(0, 3)",1
"the tall curious teacher admired near a curious curious boy",3,6,6,"(7, 8)",1
"the tall curious teacher admired near a curious curious boy",4,5,5,"(7, 9)",1
"the tall curious teacher admired near a curious curious boy",5,4,4,"(6, 9)",1
"the tall curious teacher admired near a curious curious boy",6,3,3,"(5, 9)",1
"the tall curious teacher admired near a curious curious boy",7,2,2,"(0, 4)",1
"the tall curious teacher admired near a curious curious boy",8,1,1,"(0, 9)",1
"that girl saw that tall friendly tall apple",0,7,7,"(4, 5)",0
"that girl saw that tall friendly tall apple",1,6,6,"(4, 5)",0
"that girl saw that tall friendly tall apple",2,5,5,"(4, 6)",1
"that girl saw that tall friendly tall apple",3,4,4,"(4, 7)",1
"that girl saw that tall friendly tall apple",4,3,3,"(3, 7)",1
"that girl saw that tall friendly tall apple",5,2,2,"(0, 2)",1
"that girl saw that tall friendly tall apple",6,1,1,"(0, 7)",1
"the tall ancient teacher saw the blue curious ancient boy",0,9,9,"(1, 2)",1
"the tall ancient teacher saw the blue curious ancient boy",1,8,8,"(1, 3)",1
"the tall ancient teacher saw the blue curious ancient boy",2,7,7,"(0, 3)",1
"the tall ancient teacher saw the blue curious ancient boy",3,6,6,"(6, 7)",0
"the tall ancient teacher saw the blue curious ancient boy",4,5,5,"(6, 8)",1
"the tall ancient teacher saw the blue curious ancient boy",5,4,4,"(5, 8)",0
"the tall ancient teacher saw the blue curious ancient boy",6,3,3,"(5, 9)",1
"the tall ancient teacher saw the blue curious ancient boy",7,2,2,"(4, 9)",0
"the tall ancient teacher saw the blue curious ancient boy",8,1,1,"(0, 9)",1
"this tall curious girl admired that teacher",0,6,6,"(5, 6)",1
"this tall curious girl admired that teacher",1,5,5,"(5, 6)",1
"this tall curious girl admired that teacher",2,4,4,"(5, 6)",1
"this tall curious girl admired that teacher",3,3,3,"(5, 6)",1
"this tall curious girl admired that teacher",4,2,2,"(0, 4)",1
"this tall curious girl admired that teacher",5,1,1,"(0, 6)",1
"a apple read this boy",0,4,4,"(3, 4)",1
"a apple read this boy",1,3,3,"(3, 4)",1
"a apple read this boy",2,2,2,"(0, 2)",1
"a apple read this boy",3,1,1,"(0, 4)",1
"a blue tall apple chased with a curious curious book",0,9,9,"(7, 8)",1
"a blue tall apple chased with a curious curious book",1,8,8,"(1, 3)",1
"a blue tall apple chased with a curious curious book",2,7,7,"(0, 3)",1
"a blue tall apple chased with a curious curious book",3,6,6,"(7, 8)",1
"a blue tall apple chased with a curious curious book",4,5,5,"(7, 9)",1
"a blue tall apple chased with a curious curious book",5,4,4,"(6, 9)",1
"a blue tall apple chased with a curious curious book",6,3,3,"(5, 9)",1
"a blue tall apple chased with a curious curious book",7,2,2,"(0, 4)",1
"a blue tall apple chased with a curious curious book",8,1,1,"(0, 9)",1
